order_item_id,order_id,product_id,sales,quantity,discount,profit
59,IN-2014-61792,OFF-AP-10002244,4191.507,9,0.1,1164.267
60,CA-2014-129021,TEC-PH-10001459,4367.896,13,0.2,327.5922
61,IN-2014-75470,FUR-BO-10001073,3063.27,7,0.0,581.91
62,CA-2012-114811,TEC-MA-10000045,4643.8,4,0.0,2229.024
63,ES-2014-4673578,TEC-PH-10002035,4473.0,7,0.0,313.11
64,IT-2013-3376681,TEC-PH-10002565,1502.01,9,0.0,225.18
65,IN-2014-66615,FUR-CH-10000027,5049.0,11,0.0,656.37
66,CA-2013-143805,OFF-AP-10002945,2104.55,7,0.0,694.5015
67,IT-2014-4540740,FUR-BO-10004999,2188.05,5,0.0,1050.15
68,IN-2014-11231,FUR-TA-10001205,1920.36,4,0.0,652.92
69,MX-2014-154907,TEC-PH-10004196,1704.0,4,0.0,119.28
70,UP-2011-8610,FUR-CHR-10001018,1858.68,4,0.0,130.08
71,IN-2013-40050,FUR-CH-10003232,3298.26,7,0.0,1055.25
72,MX-2011-110275,OFF-AP-10001630,2443.48,13,0.0,121.94
73,CG-2013-6110,FUR-HAR-10002873,3808.8,8,0.0,1523.52
74,IN-2014-30110,FUR-TA-10000687,3427.1496,7,0.47,-452.8104
75,ES-2012-2058076,TEC-PH-10004505,3441.69,6,0.1,38.07
76,IN-2014-51950,TEC-PH-10002683,2863.35,5,0.1,858.9
77,CA-2012-145352,OFF-BI-10003527,6354.95,5,0.0,3177.475
78,ES-2013-4670866,TEC-CO-10002269,1487.4,10,0.0,728.7
79,IN-2011-62506,TEC-CO-10002526,3200.04,9,0.0,1183.95
80,IN-2011-46413,FUR-CH-10000602,2301.0,5,0.0,91.95
81,ES-2014-3785216,FUR-CH-10002891,5729.346,14,0.1,63.546
82,MO-2014-2000,TEC-CAN-10001437,5301.24,14,0.0,2597.28
83,CA-2014-138289,OFF-BI-10004995,5443.96,4,0.0,2504.2216
84,CA-2014-118892,FUR-CH-10002024,4416.174,9,0.3,-630.882
85,ES-2013-1434123,TEC-PH-10004327,3219.9,5,0.0,965.85
86,ID-2012-78207,OFF-AP-10001621,2487.8088,6,0.17,-269.7912
87,MO-2013-8630,OFF-HOO-10001881,2266.44,4,0.0,113.28
88,IN-2012-64774,TEC-CO-10001954,3068.361,9,0.1,1124.901
89,IN-2013-48765,FUR-BO-10003282,3728.43,9,0.0,1192.86
90,IN-2013-69730,TEC-CO-10003102,1581.48,6,0.0,0.0
91,IN-2012-48240,TEC-PH-10004664,1916.73,3,0.0,498.33
92,US-2013-102239,FUR-TA-10003392,1685.88,6,0.0,320.3172
93,ES-2013-3467296,OFF-AP-10002552,2432.16,5,0.1,513.36
94,CA-2014-6550,TEC-MOT-10000554,3863.88,6,0.0,1159.02
95,ID-2013-25742,FUR-CH-10001415,2465.82,7,0.25,197.19
96,IN-2012-86698,FUR-TA-10003627,1847.52,2,0.0,738.96
97,ES-2013-2903666,FUR-BO-10001133,2899.89,7,0.0,927.78
98,IN-2012-30446,FUR-CH-10000027,2891.7,7,0.1,96.39
99,IT-2012-1779015,TEC-MA-10003515,2016.846,9,0.15,-0.054
100,ES-2013-3903130,OFF-AP-10002904,3155.544,7,0.1,34.944
101,CG-2013-3470,TEC-MOT-10003348,3856.14,6,0.0,1465.2
102,IN-2014-13639,TEC-PH-10001990,3524.472,6,0.1,861.372
103,ES-2012-2510515,TEC-PH-10002898,2167.296,4,0.15,790.416
104,MX-2012-153157,TEC-PH-10004196,2556.0,6,0.0,178.92
105,ES-2011-2585328,TEC-CO-10001633,1469.25,5,0.0,308.4
106,ES-2011-4500805,TEC-PH-10002623,4448.832,8,0.15,1517.712
107,CA-2014-107174,FUR-TA-10004575,2036.86,7,0.0,366.6348
108,MX-2013-113824,FUR-BO-10001498,2472.66,9,0.0,914.76
109,IN-2013-45076,OFF-AP-10003598,3739.176,8,0.1,747.816
110,IT-2013-5208514,FUR-CH-10001582,2570.865,11,0.5,-2211.165
111,US-2013-107440,TEC-MA-10001047,9099.93,7,0.0,2365.9818
112,ES-2012-2314672,TEC-PH-10000505,2875.77,9,0.5,-1783.08
113,ES-2012-4765389,FUR-BO-10002003,1741.8,4,0.0,261.24
114,IN-2013-15368,TEC-CO-10001775,1601.64,5,0.1,587.19
115,IN-2011-18385,OFF-AP-10000647,3670.8,7,0.0,367.08
116,CA-2012-149846,TEC-MA-10004002,2973.32,7,0.2,334.4985
117,ES-2013-2757712,TEC-CO-10001926,1900.95,5,0.0,589.2
118,CA-2011-106726,OFF-ST-10001496,1261.33,7,0.0,327.9458
119,IT-2011-1978668,FUR-CH-10002203,4544.1,11,0.1,1868.13
120,IN-2013-63773,FUR-BO-10001934,1455.12,4,0.0,116.4
121,IN-2013-10965,TEC-CO-10000562,1943.19,6,0.1,258.93
122,CA-2011-145541,TEC-MA-10001127,6999.96,4,0.0,2239.9872
123,CA-2013-117121,OFF-BI-10000545,9892.74,13,0.0,4946.37
124,ID-2013-79432,TEC-CO-10002035,1695.87,5,0.1,-37.83
125,IT-2014-4499061,TEC-CO-10004099,1505.979,6,0.15,-265.761
126,IN-2014-34226,TEC-PH-10003002,1954.17,3,0.0,312.66
127,CA-2011-136567,FUR-TA-10001932,2244.48,7,0.0,493.7856
128,CA-2013-143714,TEC-CO-10004722,8399.976,4,0.4,1119.9968
129,CA-2011-151330,FUR-CH-10000749,1628.82,9,0.0,260.6112
130,MX-2014-158386,TEC-CO-10004398,1213.18876,7,0.002,508.00876
131,IN-2013-30663,TEC-CO-10004535,1590.6,5,0.0,572.55
132,IN-2013-77444,TEC-AC-10000420,2330.64,9,0.0,1025.46
133,IN-2014-39077,FUR-BO-10001212,3278.5848,8,0.07,140.8248
134,ID-2012-60980,TEC-PH-10001670,3741.5238,7,0.17,946.6338
135,CA-2013-128594,FUR-CH-10001215,1603.136,4,0.2,100.196
136,IN-2012-57025,FUR-BO-10004679,3637.602,10,0.07,156.402
137,MX-2013-157868,OFF-AP-10001776,2455.88,7,0.0,785.82
138,ID-2012-66111,TEC-MA-10003704,1024.68,8,0.5,-286.92
139,CA-2011-120474,FUR-CH-10001854,2807.84,8,0.0,673.8816
140,CA-2013-100300,TEC-MA-10000984,4476.8,4,0.2,503.64
141,MX-2012-164791,TEC-AC-10000376,2297.96,14,0.0,988.12
142,IT-2013-1350483,TEC-CO-10003800,2671.41,7,0.0,534.24
143,SO-2014-4990,TEC-SAM-10004230,3834.0,6,0.0,268.38
144,CA-2014-149559,FUR-CH-10002320,2054.272,8,0.2,256.784
145,IN-2012-30943,OFF-AP-10002312,3501.7368,8,0.17,210.8568
146,IN-2014-13324,TEC-PH-10000169,1725.462,3,0.1,747.612
147,IN-2012-46889,TEC-CO-10000865,1583.7,5,0.0,174.15
148,CA-2012-114069,FUR-CH-10000595,1931.04,9,0.1,321.84
149,ID-2013-35640,FUR-BO-10000288,2760.345,7,0.1,-214.725
150,IN-2011-30292,TEC-AC-10000866,3078.72,12,0.0,523.08
151,IT-2011-3675195,OFF-AP-10001623,1983.135,7,0.5,-1784.895
152,ES-2014-2034971,FUR-BO-10003541,1112.778,3,0.1,296.658
153,ES-2011-1426891,TEC-CO-10004365,3616.5,10,0.0,36.0
154,CA-2014-159366,TEC-MA-10000822,3059.982,2,0.1,679.996
155,IN-2013-14773,TEC-PH-10000499,2892.105,5,0.1,160.605
156,ES-2012-4934238,TEC-PH-10000800,3263.4,5,0.0,848.4
157,CA-2013-108987,FUR-BO-10004834,2396.2656,4,0.32,-317.1528
158,MX-2014-111941,FUR-TA-10001642,3117.088,13,0.2,38.948
159,US-2013-143819,TEC-MA-10003979,4899.93,7,0.0,2400.9657
160,MX-2014-152961,OFF-AP-10001041,1888.7,5,0.0,887.6
161,IN-2013-17041,OFF-AP-10002090,3000.78,6,0.0,1080.18
162,ES-2013-4679331,OFF-AP-10002330,3801.63,7,0.0,1444.59
163,SA-2014-1270,TEC-CIS-10002344,5211.12,8,0.0,1146.24
164,IN-2011-10286,FUR-TA-10002153,1356.03,3,0.0,311.85
165,IN-2014-12897,OFF-AP-10004964,3569.643,7,0.1,674.163
166,CA-2013-134887,TEC-AC-10003832,1287.45,5,0.0,244.6155
167,ID-2014-10076,FUR-BO-10004679,2910.0816,8,0.07,125.1216
168,ID-2013-70122,FUR-CH-10002061,3126.4002,9,0.27,-128.7198
169,ES-2011-2257437,TEC-PH-10002759,5276.988,9,0.1,1758.888
170,ID-2014-63920,TEC-PH-10001699,2645.376,5,0.17,-0.024
171,ID-2013-29564,FUR-BO-10001934,1637.01,5,0.1,-36.39
172,CA-2013-108196,TEC-MA-10000418,4499.985,5,0.7,-6599.978
173,ID-2012-36403,TEC-PH-10001699,2645.376,5,0.17,-0.024
174,CA-2014-127180,TEC-PH-10001494,2399.6,8,0.0,647.892
175,IN-2011-19351,FUR-TA-10001889,3238.305,5,0.3,-740.295
176,ES-2014-5842530,FUR-BO-10000490,2291.814,7,0.1,127.134
177,MX-2011-137897,TEC-PH-10000018,2124.5,5,0.0,488.6
178,BO-2014-8960,FUR-HON-10003533,2757.78,6,0.0,744.48
179,ES-2013-2220066,TEC-AC-10001949,1549.98,6,0.0,139.32
180,CA-2011-127299,TEC-MA-10001127,2624.985,3,0.5,-944.9946
181,UP-2014-4500,OFF-HOO-10004910,3146.4,6,0.0,629.28
182,ES-2014-2440513,TEC-MA-10001335,2456.619,11,0.15,664.719
183,IT-2011-5629016,FUR-TA-10000347,2228.6355,7,0.35,-754.4145
184,CA-2014-133263,TEC-CO-10001449,2999.95,5,0.0,1439.976
185,IN-2014-65488,OFF-AP-10002090,4001.04,8,0.0,1440.24
186,ES-2014-5530354,TEC-PH-10000493,4876.875,9,0.15,745.875
187,IN-2012-23782,FUR-TA-10003596,1788.822,6,0.3,204.282
188,IN-2014-37320,OFF-AP-10002244,3622.29,7,0.0,1267.77
189,ID-2013-31720,FUR-TA-10003179,1242.585,5,0.47,-140.715
190,ES-2011-1712442,TEC-PH-10001396,4453.05,7,0.0,1424.85
191,IN-2014-78900,FUR-TA-10003078,2673.36,8,0.0,1069.2
192,IN-2013-37803,FUR-CH-10003581,2046.195,5,0.1,591.045
193,ES-2013-3939561,FUR-TA-10000184,5451.3,6,0.0,2071.44
194,CA-2013-138478,OFF-BI-10001120,4535.976,3,0.2,1644.2913
195,IN-2014-56808,OFF-AP-10001956,1722.2832,4,0.17,539.4432
196,US-2013-116729,TEC-PH-10002200,2575.944,7,0.2,257.5944
197,ES-2014-1972860,OFF-AP-10003382,1007.424,2,0.1,134.304
198,CA-2011-119375,OFF-ST-10002011,2934.33,7,0.0,792.2691
199,IN-2011-64326,OFF-AP-10003917,4624.29,9,0.1,1644.03
200,ES-2011-3259196,OFF-ST-10002900,1066.446,6,0.1,-11.934
201,IN-2013-48184,TEC-CO-10003819,957.6,4,0.0,0.0
202,IN-2014-77017,OFF-AP-10000675,4864.32,10,0.1,162.12
203,CA-2014-150091,FUR-BO-10003404,2154.9,5,0.0,129.294
204,ID-2014-31363,OFF-AP-10001824,1433.8395,3,0.15,-84.3705
205,SF-2011-6380,OFF-SME-10000746,2784.6,14,0.0,779.52
206,ES-2013-1692384,FUR-BO-10004999,3063.27,7,0.0,1470.21
207,CA-2014-165323,TEC-MA-10003673,3404.5,5,0.0,1668.205
208,CA-2013-168354,OFF-ST-10001490,1606.23,9,0.0,481.869
209,US-2011-158554,TEC-PH-10004196,2044.8,6,0.2,-332.28
210,CA-2011-141796,TEC-PH-10001578,1214.85,3,0.0,352.3065
211,IN-2012-12162,TEC-CO-10000208,1521.0,4,0.0,0.0
212,ES-2012-2510515,OFF-AP-10002330,2443.905,5,0.1,760.305
213,CA-2012-113404,FUR-CH-10003312,1348.704,6,0.2,-219.1644
214,IR-2013-8520,TEC-EPS-10000053,1141.8,10,0.0,570.9
215,IN-2014-68463,OFF-ST-10004060,1865.97,9,0.0,802.17
216,ID-2011-64599,TEC-PH-10000303,6998.64,11,0.0,2939.31
217,ES-2013-4632541,FUR-BO-10002708,1091.25,3,0.0,119.97
218,IN-2014-23761,FUR-BO-10000210,1094.22,3,0.0,328.23
219,IN-2013-16964,FUR-BO-10001192,1320.624,4,0.1,484.224
220,IN-2011-76989,TEC-PH-10004664,2555.64,4,0.0,664.44
221,RS-2014-4620,FUR-SAU-10002255,3498.72,8,0.0,594.72
222,CA-2013-147417,TEC-CO-10001449,1439.976,4,0.4,191.9968
223,IN-2014-61393,TEC-CO-10001954,2272.86,6,0.0,977.22
224,IN-2013-13891,TEC-PH-10003002,5211.12,8,0.0,833.76
225,IN-2014-32770,TEC-PH-10003856,2582.16,4,0.0,361.44
226,IN-2014-14780,TEC-PH-10004664,3194.55,5,0.0,830.55
227,IN-2013-71585,FUR-CH-10000974,1704.996,4,0.1,378.876
228,IN-2014-20485,OFF-AP-10003866,1538.721,6,0.15,325.701
229,IN-2013-48184,FUR-CH-10003616,1381.32,3,0.0,593.91
230,IT-2011-4771701,FUR-BO-10004999,1181.547,3,0.1,498.807
231,IT-2011-2876489,FUR-CH-10000479,1696.248,4,0.1,734.928
232,CA-2014-133865,TEC-CO-10001046,3359.952,6,0.2,1049.985
233,CA-2014-158379,OFF-SU-10002881,4663.736,7,0.2,-1049.3406
234,SF-2014-2330,OFF-HOO-10000318,1237.56,4,0.0,606.36
235,EG-2012-4640,TEC-NOK-10001283,1274.7,2,0.0,140.16
236,MX-2011-138002,OFF-AP-10000407,3172.14,9,0.0,856.44
237,US-2014-102183,OFF-BI-10001359,4305.552,6,0.2,1453.1238
238,ES-2012-5113958,OFF-AP-10004512,3979.29,7,0.0,1989.54
239,CA-2014-120376,FUR-CH-10002335,1586.69,7,0.0,412.5394
240,CA-2014-168109,TEC-MA-10001148,2395.2,6,0.2,209.58
241,CA-2014-111556,TEC-PH-10001459,1259.97,3,0.0,327.5922
242,AJ-2013-2640,FUR-BAR-10004434,2058.0,4,0.0,946.68
243,IN-2011-67651,FUR-BO-10002444,2539.8765,7,0.07,709.9365
244,ES-2014-4957212,FUR-BO-10004709,2898.21,7,0.0,1420.02
245,IT-2011-3528798,TEC-MA-10004772,1320.0075,5,0.15,357.1575
246,LH-2014-5390,FUR-BAR-10003532,2171.16,8,0.7,-2750.28
247,IN-2014-32588,TEC-CO-10002911,4448.223,13,0.1,444.483
248,CA-2012-137113,FUR-TA-10001705,1913.4,9,0.0,401.814
249,US-2011-161760,TEC-PH-10000169,2300.616,9,0.4,38.196
250,EG-2013-4530,FUR-SAU-10004653,2615.94,6,0.0,1072.44
251,IN-2011-51964,TEC-CO-10002526,1066.68,3,0.0,394.65
252,CA-2013-122903,FUR-CH-10002024,3504.9,5,0.0,700.98
253,LT-2011-270,TEC-NOK-10004339,2544.6,4,0.0,814.2
254,IN-2011-86278,FUR-TA-10000022,3694.68,4,0.0,886.68
255,ID-2013-17055,FUR-TA-10002153,2214.849,7,0.3,-221.571
256,MX-2013-151764,FUR-CH-10000843,1236.48,4,0.0,111.28
257,MX-2014-124744,OFF-AP-10002681,1805.9,5,0.0,126.4
258,US-2011-106992,TEC-MA-10000822,3059.982,3,0.4,-509.997
259,CA-2014-168109,TEC-AC-10002049,1687.8,4,0.0,742.632
260,CA-2011-117639,OFF-BI-10003925,2715.93,7,0.0,1276.4871
261,MX-2014-140305,OFF-AP-10004627,1810.3,5,0.0,54.3
262,MX-2014-113845,TEC-PH-10001076,2120.5,5,0.0,106.0
263,IN-2014-61932,TEC-PH-10001457,1275.0,2,0.0,140.22
264,ES-2012-4589770,TEC-MA-10004534,1593.648,7,0.15,-225.162
265,ES-2014-1331794,FUR-BO-10003991,1114.236,3,0.1,383.706
266,ES-2012-4621754,TEC-PH-10002623,2944.08,5,0.1,1112.13
267,ID-2014-41191,OFF-AP-10002793,3309.2598,7,0.17,318.8598
268,MX-2014-128405,FUR-CH-10002093,897.48,9,0.0,322.92
269,ES-2011-1858721,FUR-BO-10003103,2056.05,5,0.0,390.6
270,MX-2012-168865,TEC-CO-10001818,2365.6592,10,0.002,18.8592
271,IN-2011-52279,TEC-CO-10002040,1336.356,7,0.4,44.436
272,IN-2012-14724,TEC-CO-10001654,3038.64,8,0.0,1245.84
273,ES-2013-3042991,OFF-AP-10002397,2698.65,9,0.0,890.46
274,LT-2013-3900,TEC-CAN-10001853,3799.08,12,0.0,455.76
275,IN-2012-18518,FUR-CH-10001207,2756.34,6,0.0,413.28
276,IT-2012-4058325,TEC-PH-10002597,983.88,8,0.1,-11.16
277,IN-2012-42220,FUR-CH-10003232,1719.807,5,0.27,117.657
278,IN-2014-17972,OFF-AP-10003917,1421.541,3,0.17,428.121
279,MX-2014-151554,TEC-CO-10002617,1053.6884,5,0.002,441.2884
280,IT-2011-3270900,TEC-CO-10000556,1440.84,8,0.5,-1268.04
281,IN-2011-28087,FUR-CH-10003232,2544.372,6,0.1,621.792
282,CA-2012-123113,OFF-AP-10000275,2625.12,8,0.0,735.0336
283,RO-2012-9480,TEC-HEW-10003460,1554.48,8,0.0,341.76
284,MX-2013-109981,TEC-PH-10004196,1278.0,3,0.0,89.46
285,MX-2012-130351,TEC-PH-10002672,3474.08,8,0.0,625.28
286,MX-2012-135076,TEC-PH-10000106,2550.0,6,0.0,357.0
287,CA-2013-114972,OFF-AP-10003057,1101.48,4,0.0,429.5772
288,CA-2013-146633,OFF-BI-10003527,1016.792,1,0.2,381.297
289,CA-2013-110499,TEC-CO-10002095,1199.976,3,0.2,374.9925
290,TU-2012-2690,TEC-SAM-10000345,934.248,14,0.6,-1331.652
291,CA-2014-166709,TEC-CO-10004722,10499.97,3,0.0,5039.9856
292,SG-2014-9460,TEC-CIS-10002259,3908.88,6,0.0,1563.48
293,MX-2014-164217,TEC-PH-10004182,2142.3,5,0.0,556.9
294,ID-2014-80657,OFF-AP-10004350,1900.584,6,0.4,-348.516
295,CM-2012-6440,OFF-HOO-10000335,1840.68,6,0.0,496.98
296,ES-2011-5287434,FUR-BO-10004129,2624.04,6,0.0,446.04
297,IN-2012-79439,FUR-BO-10001372,3076.5,7,0.0,215.25
298,IN-2013-58929,TEC-PH-10004664,3181.7718,6,0.17,344.9718
299,IT-2012-2646674,OFF-ST-10004597,1392.633,11,0.1,-139.557
300,IN-2011-63577,FUR-CH-10001664,1296.24,8,0.0,285.12
301,IN-2014-16068,OFF-AP-10003240,1682.91,3,0.0,487.98
302,MX-2011-150973,TEC-PH-10004196,1278.0,3,0.0,89.46
303,RS-2014-4120,TEC-MOT-10003348,2570.76,4,0.0,976.8
304,MX-2014-154935,FUR-TA-10000136,2332.96,5,0.2,349.86
305,ID-2012-83604,FUR-BO-10002866,1582.2,6,0.4,-870.3
306,US-2014-117723,OFF-ST-10004459,1801.632,6,0.2,-337.806
307,IN-2013-81112,FUR-TA-10001276,1512.0,6,0.0,498.96
308,CA-2013-147368,TEC-MA-10002178,695.7,2,0.5,-27.828
309,SF-2014-3560,TEC-APP-10002966,2550.0,4,0.0,714.0
310,CA-2012-147830,TEC-AC-10002049,2025.36,6,0.2,607.608
311,ES-2012-1439357,FUR-CH-10000685,2285.7,5,0.0,845.7
312,IN-2014-16054,FUR-BO-10001541,1029.2589,9,0.07,10.8189
313,US-2014-148817,TEC-CO-10003931,1058.2792,5,0.002,-2.1208
314,IN-2013-50809,TEC-PH-10000169,5751.54,9,0.0,2817.99
315,ES-2013-1211534,FUR-BO-10001553,2442.069,7,0.1,-244.251
316,IN-2014-81154,OFF-ST-10004748,1190.52,6,0.0,178.56
317,IT-2014-2009199,OFF-AP-10000540,3150.819,7,0.1,-35.091
318,ES-2014-1972860,TEC-CO-10004567,1599.9,5,0.0,719.85
319,IN-2014-51432,FUR-BO-10001749,2063.4,5,0.0,123.75
320,HU-2014-7310,OFF-ROG-10003898,1269.9,6,0.0,558.72
321,IN-2011-26176,FUR-BO-10001934,3274.02,9,0.0,261.9
322,MX-2014-113845,TEC-PH-10002815,848.32,2,0.0,110.28
323,CA-2012-102491,TEC-MA-10000864,3080.0,7,0.0,1416.8
324,ES-2014-5345830,TEC-CO-10002663,2847.36,8,0.0,711.84
325,ID-2014-58271,FUR-CH-10000602,1725.75,5,0.25,-483.3
326,ID-2013-57949,TEC-CO-10001419,1479.3138,6,0.07,-63.6462
327,US-2012-128587,TEC-CO-10003763,4899.93,7,0.0,2302.9671
328,IN-2014-68750,TEC-CO-10000679,1282.23,9,0.0,12.69
329,AO-2011-1670,FUR-IKE-10001539,2478.6,6,0.0,49.5
330,CA-2013-118689,TEC-CO-10004722,17499.95,5,0.0,8399.976
331,IN-2013-42535,TEC-CO-10002376,959.76,3,0.0,460.62
332,CA-2012-124891,FUR-TA-10002903,1090.782,7,0.4,-290.8752
333,IN-2014-27947,OFF-AP-10000136,4135.641,10,0.17,847.041
334,MX-2011-158204,FUR-BO-10000567,2325.28,8,0.0,511.52
335,IN-2014-56206,FUR-BO-10001471,5486.67,14,0.1,2316.51
336,IT-2011-3316894,OFF-ST-10001758,1523.664,8,0.1,-50.976
337,IT-2014-2819680,TEC-PH-10004505,1625.2425,3,0.15,-76.5675
338,US-2013-138408,TEC-AC-10003870,1319.96,4,0.0,527.984
339,ES-2014-2179863,OFF-ST-10004191,734.94,4,0.1,130.62
340,US-2014-110576,FUR-TA-10004154,2065.32,12,0.4,-619.596
341,RO-2012-8470,FUR-OFF-10001224,1391.52,8,0.0,69.36
342,CA-2012-111514,FUR-BO-10002545,1552.831,7,0.15,200.9546
343,MX-2012-157987,OFF-AP-10004913,2461.06,7,0.0,566.02
344,US-2014-105935,TEC-PH-10001459,2939.93,7,0.0,764.3818
345,CA-2011-139892,TEC-MA-10000822,8159.952,8,0.4,-1359.992
346,IN-2012-45825,TEC-MA-10002392,1226.19,7,0.0,612.99
347,ID-2013-58642,FUR-TA-10003222,1809.255,5,0.3,-258.495
348,ID-2012-65411,TEC-AC-10000639,1863.0,8,0.1,393.24
349,CA-2011-144624,TEC-PH-10002885,4548.81,7,0.0,1228.1787
350,ES-2014-4032097,OFF-ST-10002900,1244.187,7,0.1,-13.923
351,ES-2012-4108483,FUR-TA-10003354,2364.102,4,0.35,-218.298
352,ES-2013-5810502,TEC-CO-10003800,1946.313,6,0.15,114.453
353,CA-2014-138149,OFF-BI-10003091,895.92,5,0.2,302.373
354,IT-2012-3796476,OFF-AP-10001527,2283.714,9,0.1,-0.216
355,CG-2012-8310,TEC-SAM-10004940,2549.76,4,0.0,1172.88
356,IN-2014-39735,TEC-CO-10003777,3299.562,14,0.1,366.282
357,ES-2012-4272278,OFF-AP-10001169,2489.4,9,0.0,273.78
358,CA-2013-107104,FUR-BO-10002213,3406.664,8,0.15,160.3136
359,CA-2012-156104,TEC-CO-10002095,999.98,2,0.0,449.991
360,ES-2014-4856325,FUR-BO-10000120,1189.242,9,0.1,250.992
361,CA-2014-145219,TEC-CO-10001449,2879.952,6,0.2,1007.9832
362,MX-2014-120026,FUR-CH-10002033,1269.6,4,0.0,355.44
363,ID-2013-12295,TEC-PH-10002991,3499.155,11,0.5,-3009.435
364,ID-2013-10636,FUR-TA-10000989,2993.025,5,0.3,726.825
365,ES-2014-5554891,TEC-CO-10004567,815.949,3,0.15,287.919
366,ES-2012-5464624,TEC-MA-10004609,1245.0,4,0.0,161.76
367,IN-2014-59426,TEC-CO-10003448,1027.728,8,0.1,182.688
368,IN-2014-59202,TEC-CO-10003496,1703.025,5,0.1,737.925
